Category,DayOfWeek,PdDistrict,X,Y,Year,Month,Hour,Day,Minute,Block_Ind,Street
16,6,3,0.09378359928300029,0.0548638802929986,2015,4,1,29,18,1,0
21,6,3,0.09378359928300029,0.0548638802929986,2015,4,1,29,18,1,0
21,6,0,0.12533895515599625,0.051330392897000365,2015,4,1,29,13,1,2300
16,6,7,0.10330728744798989,0.06493501378679412,2015,4,1,29,10,1,300
0,6,1,0.09404841783600659,0.09130709535420323,2015,4,1,29,5,1,1200
16,6,5,0.06055409789099997,0.04243579129310149,2015,4,1,29,0,1,200
1,6,3,0.10411215101198934,0.05783941711469964,2015,4,0,29,50,1,2300
1,6,2,0.06967048122800179,0.012139514261498618,2015,4,0,29,50,1,0
32,6,3,0.10411215101198934,0.05783941711469964,2015,4,0,29,50,1,2300
1,6,9,0.09857518782000341,0.07568445721970107,2015,4,0,29,45,1,400
16,6,0,0.1253240192409919,0.05006040078849594,2015,4,0,29,45,0,0
21,6,2,0.07131545007199236,0.009956292143598944,2015,4,0,29,40,0,0
21,6,3,0.09536989786799666,0.0540239388887116,2015,4,0,29,29,0,0
16,6,3,0.09536989786799666,0.0540239388887116,2015,4,0,29,29,0,0
35,6,2,0.10914179611398822,0.00765296409799987,2015,4,0,29,5,1,0
16,6,5,0.06938906462998773,0.05638823237939761,2015,4,0,29,5,1,100
21,6,4,0.09180658172699907,0.07578635994259741,2015,4,0,29,1,1,900
1,6,4,0.09180658172699907,0.07578635994259741,2015,4,0,29,1,1,900
21,6,4,0.09528188231600154,0.07527087540760391,2015,4,0,29,1,1,600
16,6,7,0.09494373535099498,0.06771039059159989,2015,4,0,29,1,0,0
36,5,6,0.03747295470999745,0.07259551072949932,2015,4,23,28,40,0,0
25,5,7,0.10413775493999822,0.0736472493334972,2015,4,23,28,30,1,0
20,5,3,0.09356108078499403,0.057202515254701325,2015,4,23,28,29,1,3000
21,5,0,0.12563792416499098,0.047510807256706755,2015,4,23,28,20,0,0
16,5,4,0.08243877303999625,0.060566671537600314,2015,4,23,28,19,1,0
25,5,4,0.09292833593399052,0.08317554942729544,2015,4,23,28,15,1,1500
21,5,0,0.115830043065003,0.03096792413499827,2015,4,23,28,10,0,0
21,5,0,0.12211917124800209,0.024553364033600644,2015,4,23,28,5,0,0
19,5,5,0.060802291900998284,0.06663551567189785,2015,4,23,28,0,1,0
16,5,4,0.08884175720500309,0.08212092199039489,2015,4,23,28,0,1,1800
16,5,4,0.08400139508299276,0.07688504830629483,2015,4,23,28,0,0,0
16,5,6,0.05227344190001304,0.0775234525902917,2015,4,23,28,0,0,0
16,5,2,0.11204757140299648,0.006978454068601536,2015,4,23,28,0,0,0
37,5,4,0.08434832960699623,0.09190810057970111,2015,4,22,28,53,0,0
20,5,2,0.08044467035199432,0.018218153427397965,2015,4,22,28,44,1,0
38,5,2,0.08044467035199432,0.018218153427397965,2015,4,22,28,44,1,0
21,5,7,0.11023727281100548,0.06754168429750251,2015,4,22,28,36,1,800
21,5,7,0.11023727281100548,0.06754168429750251,2015,4,22,28,33,1,800
36,5,1,0.09763140015900262,0.08610448042179542,2015,4,22,28,30,1,1300
32,5,1,0.10242336158098908,0.09225590727729127,2015,4,22,28,30,1,700
16,5,9,0.10085796778800216,0.07698667153911032,2015,4,22,28,30,0,0
37,5,4,0.08259569820098989,0.07515054919090147,2015,4,22,28,7,1,1300
25,5,2,0.09750243561700245,0.0007987339579003105,2015,4,22,28,5,1,0
35,5,4,0.09085618148998265,0.08886014683739774,2015,4,22,28,0,1,1500
12,5,1,0.10962812074399153,0.08187280009139641,2015,4,22,28,0,1,200
16,5,4,0.09085618148998265,0.08886014683739774,2015,4,22,28,0,1,1500
19,5,5,0.058208901550017345,0.03612526063950128,2015,4,22,28,0,1,100
19,5,5,0.058208901550017345,0.03612526063950128,2015,4,22,28,0,1,100
20,5,7,0.12206619419100662,0.07918576363329777,2015,4,22,28,0,1,300
20,5,7,0.12206619419100662,0.07918576363329777,2015,4,22,28,0,1,300
16,5,1,0.09736125921300243,0.09841565881979619,2015,4,22,28,0,1,500
35,5,4,0.09190787445199078,0.08041710514039835,2015,4,22,28,0,1,1300
21,5,2,0.084992403567,0.01914183881260101,2015,4,22,28,0,1,100
20,5,0,0.10803179606799063,0.0245598425685003,2015,4,22,28,0,0,0
16,5,1,0.1047427852739986,0.09928303391539828,2015,4,22,28,0,0,0
36,5,1,0.09643242485998371,0.08216687930329414,2015,4,22,28,0,0,0
21,5,0,0.12294443360698892,0.026917972321399475,2015,4,21,28,58,0,0
16,5,7,0.11915089351700203,0.0696750062117033,2015,4,21,28,45,1,200
16,5,1,0.11163691463499958,0.09580807754949916,2015,4,21,28,45,1,1300
21,5,3,0.09504533683100647,0.04595918243660435,2015,4,21,28,30,0,0
16,5,1,0.10073032479799338,0.09430382239539625,2015,4,21,28,30,0,0
21,5,7,0.11625327946400432,0.07467532282910128,2015,4,21,28,28,0,0
21,5,7,0.11625327946400432,0.07467532282910128,2015,4,21,28,28,0,0
1,5,0,0.11174405895498296,0.015469198862795963,2015,4,21,28,15,1,3000
36,5,7,0.11681279233100383,0.06888500735770009,2015,4,21,28,0,1,0
36,5,8,0.0474668071319968,0.05521217699890002,2015,4,21,28,0,1,1300
35,5,5,0.0682952776899981,0.0623291735036986,2015,4,21,28,0,0,0
36,5,1,0.1064331128879985,0.0908966428601019,2015,4,21,28,0,0,0
16,5,4,0.08688553068998317,0.09605620832739703,2015,4,21,28,0,0,0
16,5,4,0.08530414723499291,0.07883195074700211,2015,4,21,28,0,0,0
16,5,4,0.08530414723499291,0.07883195074700211,2015,4,21,28,0,0,0
16,5,0,0.12564440349798645,0.0487887902842985,2015,4,20,28,54,1,2500
21,5,8,0.008524749343990834,0.056333613746602396,2015,4,20,28,51,0,0
32,5,8,0.008524749343990834,0.056333613746602396,2015,4,20,28,51,0,0
16,5,4,0.09003672677300756,0.08881186822760156,2015,4,20,28,45,0,0
35,5,4,0.08711235006400386,0.07816374568069762,2015,4,20,28,35,1,1500
4,5,5,0.05784499090100326,0.06679371004980084,2015,4,20,28,30,1,2300
1,5,0,0.11563788694999744,0.011154156318298192,2015,4,20,28,25,1,1000
1,5,0,0.11563788694999744,0.011154156318298192,2015,4,20,28,25,1,1000
36,5,9,0.09899665438898353,0.07818981404980008,2015,4,20,28,10,1,500
35,5,7,0.11380821775900074,0.07316419551989384,2015,4,20,28,10,1,300
26,5,7,0.10564287754100121,0.06994514489289827,2015,4,20,28,0,1,0
36,5,5,0.06865311813299968,0.04389907839299667,2015,4,20,28,0,1,0
35,5,0,0.138129095654989,0.02292758716849619,2015,4,20,28,0,1,0
16,5,7,0.10487139902998877,0.07225667876110009,2015,4,20,28,0,1,500
32,5,8,0.013079651819992932,0.05369789040649664,2015,4,20,28,0,1,1300
21,5,9,0.1012278007089833,0.07512477403989948,2015,4,20,28,0,0,0
16,5,9,0.0981338215080001,0.0737752581940967,2015,4,19,28,53,0,0
21,5,1,0.10859507363998944,0.0847378739395026,2015,4,19,28,50,1,600
37,5,7,0.10384686978498792,0.07215660442589922,2015,4,19,28,50,1,1000
16,5,6,0.0034163152379989015,0.059365198548100295,2015,4,19,28,30,1,1000
36,5,5,0.06128912016899335,0.05958558377079726,2015,4,19,28,30,1,100
4,5,7,0.0914538028640095,0.06481580127260145,2015,4,19,28,30,1,1700
12,5,8,0.03799460350400352,0.02064904033299797,2015,4,19,28,30,1,3200
21,5,8,0.03799460350400352,0.02064904033299797,2015,4,19,28,30,1,3200
16,5,4,0.09194054995199963,0.06576219355071089,2015,4,19,28,30,1,0
36,5,6,0.0519094453599962,0.06758721252020194,2015,4,19,28,30,0,0
20,5,8,0.05142919611898833,0.017386884512298195,2015,4,19,28,30,0,0
16,5,0,0.10904792365599292,0.02215897709929493,2015,4,19,28,25,0,0
21,5,8,0.048622356729993044,0.021361319520998734,2015,4,19,28,20,1,100
4,5,8,0.048622356729993044,0.021361319520998734,2015,4,19,28,20,1,100
20,5,8,0.048622356729993044,0.021361319520998734,2015,4,19,28,20,1,100
21,5,3,0.09127465472698759,0.06198921683201064,2015,4,19,28,18,0,0
21,5,8,0.022983259859003624,0.050391465098996946,2015,4,19,28,12,1,1500
36,5,4,0.08161028404900605,0.06134334946730036,2015,4,19,28,0,1,500
16,5,2,0.07480200580299368,0.036580140747503265,2015,4,19,28,0,1,5200
36,5,0,0.1268413466190026,0.01810789929709955,2015,4,19,28,0,0,0
16,5,4,0.08187657485100885,0.07075209071129507,2015,4,19,28,0,0,0
35,5,7,0.12485763387799409,0.07901897493410104,2015,4,19,28,0,0,0
20,5,8,0.028340404481994597,0.05062777394209661,2015,4,18,28,47,1,1500
16,5,4,0.08966590601399105,0.08228190860239692,2015,4,18,28,45,0,0
1,5,1,0.10815239927998732,0.08414860598099949,2015,4,18,28,43,1,100
34,5,1,0.11663171649199455,0.0857614010554002,2015,4,18,28,30,1,0
16,5,8,0.05280910643398329,0.0044603324942968925,2015,4,18,28,30,1,200
16,5,4,0.08941196314599154,0.07929953986010219,2015,4,18,28,30,1,1400
16,5,9,0.10512235694399408,0.07852544840739739,2015,4,18,28,30,1,200
16,5,7,0.10600854354800049,0.07631032772899715,2015,4,18,28,22,1,800
20,5,7,0.11180900181099673,0.08116074925140282,2015,4,18,28,18,1,500
16,5,4,0.09361610835098588,0.07517099166020103,2015,4,18,28,15,1,700
20,5,8,0.009183754903986596,0.04791566458950314,2015,4,18,28,12,1,1600
35,5,7,0.10746264886599022,0.0627431685408979,2015,4,18,28,10,1,900
4,5,7,0.10746264886599022,0.0627431685408979,2015,4,18,28,10,1,900
34,5,1,0.09457483991099025,0.09945490818169844,2015,4,18,28,0,1,2800
36,5,2,0.0704646318410056,0.02378577023610262,2015,4,18,28,0,1,300
1,5,4,0.08551219877098504,0.07354498172289681,2015,4,18,28,0,1,600
4,5,0,0.11990633617399737,0.0450890736539975,2015,4,18,28,0,1,1000
16,5,7,0.1108065361480044,0.07892188042489323,2015,4,18,28,0,1,0
19,5,3,0.10204297576699162,0.04234489161940047,2015,4,18,28,0,1,2900
36,5,6,0.06516138728100884,0.07705580382899768,2015,4,18,28,0,1,100
21,5,6,0.06516138728100884,0.07705580382899768,2015,4,18,28,0,1,100
21,5,2,0.06657689845700077,0.03312492520329613,2015,4,18,28,0,1,100
30,5,6,0.06516138728100884,0.07705580382899768,2015,4,18,28,0,1,100
20,5,1,0.09802324056799705,0.0993965808666033,2015,4,18,28,0,0,0
16,5,1,0.09802324056799705,0.0993965808666033,2015,4,18,28,0,0,0
13,5,1,0.10462505667700839,0.09160904934979897,2015,4,18,28,0,0,0
16,5,7,0.12515650190299255,0.08169374014949682,2015,4,18,28,0,0,0
32,5,7,0.10802306626798952,0.07062549667829643,2015,4,17,28,50,0,0
36,5,1,0.10668340368799534,0.08155574059049542,2015,4,17,28,50,0,0
1,5,8,0.03711020662699127,0.009468086844201196,2015,4,17,28,45,1,300
25,5,8,0.03711020662699127,0.009468086844201196,2015,4,17,28,45,1,300
1,5,8,0.03711020662699127,0.009468086844201196,2015,4,17,28,45,1,300
16,5,3,0.08094334123900637,0.05632949008010257,2015,4,17,28,40,1,3500
36,5,0,0.09985819425200759,0.02040719691400028,2015,4,17,28,30,1,100
36,5,2,0.09809867917000759,0.03716374970971259,2015,4,17,28,30,0,0
16,5,7,0.09566667393899309,0.06587191555129834,2015,4,17,28,20,1,1500
20,5,7,0.11857959528799711,0.07811404230460539,2015,4,17,28,8,1,0
36,5,4,0.09544920308199778,0.07444731447871078,2015,4,17,28,7,1,500
36,5,4,0.09544920308199778,0.07444731447871078,2015,4,17,28,7,1,500
20,5,2,0.08651262032398677,0.021517213983202055,2015,4,17,28,5,1,100
38,5,7,0.09819330472799948,0.0704144977154968,2015,4,17,28,0,1,1200
20,5,7,0.09819330472799948,0.0704144977154968,2015,4,17,28,0,1,1200
16,5,4,0.07016270142699454,0.09091167919721244,2015,4,17,28,0,1,2500
16,5,7,0.12463376858099195,0.08136842955880041,2015,4,17,28,0,1,0
1,5,3,0.08967994001299928,0.05528817705489786,2015,4,16,28,55,0,0
16,5,0,0.10679780801298477,0.03152223039739965,2015,4,16,28,45,1,400
21,5,3,0.09494106100599708,0.0572308562087116,2015,4,16,28,35,0,0
21,5,9,0.09932983504999982,0.0719548959452112,2015,4,16,28,30,1,0
16,5,4,0.06902699815299229,0.09080387997150297,2015,4,16,28,30,1,2600
20,5,6,0.049079514439995364,0.07794025028320561,2015,4,16,28,25,1,100
1,5,0,0.11621586956398744,0.06056113614800296,2015,4,16,28,6,0,0
16,5,1,0.09666532005499562,0.09719075992260429,2015,4,16,28,0,1,1100
20,5,7,0.11049418114799892,0.07211693738450009,2015,4,16,28,0,1,300
16,5,7,0.10112672293401204,0.07259872563729175,2015,4,16,28,0,0,0
1,5,7,0.11280677553398277,0.07447896064009996,2015,4,15,28,55,1,700
35,5,7,0.11280677553398277,0.07447896064009996,2015,4,15,28,55,1,700
18,5,4,0.09016411096600052,0.07557418955990158,2015,4,15,28,54,1,1000
32,5,3,0.09848612323600037,0.05581890847479798,2015,4,15,28,54,0,0
7,5,3,0.09848612323600037,0.05581890847479798,2015,4,15,28,54,0,0
21,5,3,0.09848612323600037,0.05581890847479798,2015,4,15,28,54,0,0
4,5,3,0.10411215101198934,0.05783941711469964,2015,4,15,28,50,1,2300
21,5,3,0.10411215101198934,0.05783941711469964,2015,4,15,28,50,1,2300
1,5,8,0.05008066591099691,0.012010576210499835,2015,4,15,28,50,0,0
21,5,9,0.09672592210199582,0.07651542679329282,2015,4,15,28,45,1,600
21,5,4,0.08072746079599824,0.07647432024329959,2015,4,15,28,45,0,0
21,5,2,0.0597552535839867,0.0017989071001025536,2015,4,15,28,45,0,0
25,5,0,0.12266381586100294,0.025709458357894732,2015,4,15,28,32,1,4900
30,5,0,0.12266381586100294,0.025709458357894732,2015,4,15,28,32,1,4900
21,5,0,0.12266381586100294,0.025709458357894732,2015,4,15,28,32,1,4900
35,5,8,0.048900106245994834,0.03513827123589408,2015,4,15,28,30,1,0
21,5,8,0.048900106245994834,0.03513827123589408,2015,4,15,28,30,1,0
20,5,3,0.09726722851199554,0.05654349414329829,2015,4,15,28,29,1,200
16,5,0,0.11485457216399197,0.031450472024296516,2015,4,15,28,16,1,2100
35,5,9,0.10878354811600843,0.07932360268389971,2015,4,15,28,15,1,0
16,5,9,0.10040454761399076,0.07496400090779076,2015,4,15,28,15,1,200
37,5,5,0.07269247436400406,0.0662400183590961,2015,4,15,28,15,1,300
21,5,9,0.10878354811600843,0.07932360268389971,2015,4,15,28,15,1,0
20,5,7,0.10609620835900557,0.0765221570724961,2015,4,15,28,15,0,0
20,5,3,0.09189441382699215,0.054864637701200536,2015,4,15,28,11,1,600
25,5,7,0.10920236045198806,0.06917928558479502,2015,4,15,28,0,1,1000
21,5,8,0.03178829000398764,0.03207703757509961,2015,4,15,28,0,1,2500
20,5,8,0.028071374206987798,0.05248836979460236,2015,4,15,28,0,1,1400
16,5,4,0.07436147975199958,0.09712843994999787,2015,4,15,28,0,1,0
21,5,3,0.08730708212100069,0.04467513819349733,2015,4,15,28,0,1,200
20,5,9,0.1014178995539936,0.0741939087893968,2015,4,14,28,52,0,0
16,5,8,0.0395393538740052,0.035295474582795805,2015,4,14,28,35,1,700
16,5,6,0.07532181980199937,0.08225163676639369,2015,4,14,28,30,1,2700
25,5,2,0.07793561406300853,0.006233102956500147,2015,4,14,28,30,1,1200
32,5,0,0.12316353505599409,0.02484186139140121,2015,4,14,28,30,1,1600
1,5,4,0.09292833593399052,0.08317554942729544,2015,4,14,28,30,1,1500
16,5,5,0.07739361407699619,0.07616940117349458,2015,4,14,28,30,1,1900
20,5,6,0.04936218484400001,0.07215427668710106,2015,4,14,28,30,1,400
20,5,2,0.06941376770599561,0.02341555078089641,2015,4,14,28,30,1,400
16,5,1,0.10520896700400328,0.08882490543079768,2015,4,14,28,30,0,0
35,5,4,0.091593927818991,0.08107724335370392,2015,4,14,28,28,0,0
1,5,4,0.091593927818991,0.08107724335370392,2015,4,14,28,28,0,0
16,5,7,0.10600854354800049,0.07631032772899715,2015,4,14,28,25,1,800
21,5,3,0.09646161565498801,0.054088399396711395,2015,4,14,28,23,0,0
1,5,0,0.12316353505599409,0.02484186139140121,2015,4,14,28,20,1,1600
36,5,0,0.10549834358700139,0.024458854523494722,2015,4,14,28,20,1,100
20,5,4,0.08637142364399608,0.09025457967189965,2015,4,14,28,15,0,0
20,5,4,0.08637142364399608,0.09025457967189965,2015,4,14,28,15,0,0
20,5,2,0.08044815713499531,0.01903213620279587,2015,4,14,28,3,1,4400
16,5,8,0.03594601531600006,0.055712521462297104,2015,4,14,28,0,1,1800
19,5,6,0.026212808000991572,0.07221039023060172,2015,4,14,28,0,1,6300
21,5,3,0.10963435372299557,0.046490464497601636,2015,4,14,28,0,1,2400
1,5,4,0.09394725059300413,0.08189839366210094,2015,4,13,28,50,1,1400
1,5,4,0.09394725059300413,0.08189839366210094,2015,4,13,28,50,1,1400
4,5,4,0.09394725059300413,0.08189839366210094,2015,4,13,28,50,1,1400
20,5,6,0.052038375612994514,0.07313875643789913,2015,4,13,28,47,1,3900
20,5,1,0.11663171649199455,0.0857614010554002,2015,4,13,28,45,1,0
35,5,8,0.03799460350400352,0.02064904033299797,2015,4,13,28,40,1,3200
16,5,4,0.09335633492199236,0.08106176054349845,2015,4,13,28,35,1,1300
21,5,4,0.09335633492199236,0.08106176054349845,2015,4,13,28,35,1,1300
21,5,0,0.12199331532399071,0.02841076366429718,2015,4,13,28,32,0,0
1,5,7,0.10522094736799659,0.0756909162782975,2015,4,13,28,30,1,900
16,5,6,0.026212808000991572,0.07221039023060172,2015,4,13,28,30,1,6300
1,5,7,0.10866761568600225,0.07105476525829602,2015,4,13,28,29,1,900
20,5,7,0.10866761568600225,0.07105476525829602,2015,4,13,28,29,1,900
20,5,7,0.11023727281100548,0.06754168429750251,2015,4,13,28,20,1,800
20,5,7,0.10600854354800049,0.07631032772899715,2015,4,13,28,15,1,800
32,5,7,0.11180900181099673,0.08116074925140282,2015,4,13,28,10,1,500
1,5,0,0.1230671067050082,0.053773745827399466,2015,4,13,28,10,0,0
20,5,3,0.09848612323600037,0.05581890847479798,2015,4,13,28,7,0,0
16,5,3,0.08194248456999276,0.05315332170370368,2015,4,13,28,0,1,3900
13,5,4,0.08708639530298967,0.06573403922521237,2015,4,13,28,0,1,300
36,5,6,0.05298093177199803,0.06763800148729615,2015,4,13,28,0,0,0
21,5,3,0.08906000935499492,0.061854190018600264,2015,4,12,28,58,0,0
16,5,7,0.1071210771460045,0.0771839197525992,2015,4,12,28,45,1,800
20,5,8,0.04328245562899724,0.03819631730279838,2015,4,12,28,40,1,2200
27,5,8,0.04328245562899724,0.03819631730279838,2015,4,12,28,40,1,2200
35,5,8,0.04328245562899724,0.03819631730279838,2015,4,12,28,40,1,2200
1,5,8,0.04328245562899724,0.03819631730279838,2015,4,12,28,40,1,2200
21,5,8,0.04328245562899724,0.03819631730279838,2015,4,12,28,40,1,2200
21,5,8,0.04328245562899724,0.03819631730279838,2015,4,12,28,40,1,2200
16,5,1,0.10406569102799779,0.09207293798189653,2015,4,12,28,30,1,500
20,5,3,0.08668643258098996,0.06136804079350355,2015,4,12,28,29,1,2000
1,5,7,0.0944115300920032,0.06415423622709682,2015,4,12,28,25,1,1600
16,5,4,0.09085108217199434,0.08564417728840112,2015,4,12,28,0,1,1900
35,5,8,0.04076620295100497,0.00543876203450111,2015,4,12,28,0,1,0
36,5,2,0.07583178805400337,0.0014587153967013933,2015,4,12,28,0,1,300
37,5,2,0.07583178805400337,0.0014587153967013933,2015,4,12,28,0,1,300
7,5,2,0.07583178805400337,0.0014587153967013933,2015,4,12,28,0,1,300
4,5,3,0.10830486953499019,0.044529918544100155,2015,4,12,28,0,1,1300
16,5,2,0.09715852470098696,0.013931380479597522,2015,4,12,28,0,0,0
16,5,4,0.09004346343600389,0.08040094063400005,2015,4,12,28,0,0,0
20,5,0,0.10904792365599292,0.02215897709929493,2015,4,11,28,38,0,0
16,5,1,0.10178503174999776,0.08044452257689727,2015,4,11,28,35,1,600
32,5,9,0.09942425996800353,0.07538030708899868,2015,4,11,28,30,1,200
20,5,7,0.11023727281100548,0.06754168429750251,2015,4,11,28,30,1,800
4,5,8,0.02200554203798788,0.03164419697489507,2015,4,11,28,30,1,2500
7,5,9,0.09942425996800353,0.07538030708899868,2015,4,11,28,30,1,200
20,5,4,0.09270015820500532,0.07971713978770367,2015,4,11,28,10,1,1200
4,5,4,0.08181020647599269,0.08973092395189752,2015,4,11,28,5,1,1900
16,5,4,0.06536365895998131,0.09639286547750459,2015,4,11,28,0,1,3600
16,5,6,0.03627852555000288,0.05818145443171119,2015,4,11,28,0,0,0
16,5,6,0.04743739639698674,0.0646615167458009,2015,4,10,28,30,1,500
16,5,9,0.10639797725799838,0.07868573835499859,2015,4,10,28,30,1,100
20,5,7,0.1205494846090005,0.07445695141520048,2015,4,10,28,30,1,0
27,5,7,0.11023727281100548,0.06754168429750251,2015,4,10,28,30,1,800
21,5,7,0.11023727281100548,0.06754168429750251,2015,4,10,28,30,1,800
16,5,5,0.07600565401699555,0.07478162372449759,2015,4,10,28,30,0,0
4,5,2,0.055829190669996365,0.022932110868701727,2015,4,10,28,29,1,900
37,5,1,0.11114999667499603,0.08962369754850386,2015,4,10,28,28,1,400
16,5,5,0.07864943435599514,0.07411034643699566,2015,4,10,28,0,1,1700
4,5,8,0.04910016136099671,0.012825630517902198,2015,4,10,28,0,1,700
20,5,2,0.10118411123299609,0.006855713271100683,2015,4,10,28,0,1,400
16,5,7,0.11023727281100548,0.06754168429750251,2015,4,10,28,0,1,800
19,5,9,0.0977569985019926,0.07563703400179378,2015,4,10,28,0,0,0
20,5,1,0.10109686490000058,0.09405155896129713,2015,4,10,28,0,0,0
16,5,5,0.07031761951300552,0.06928479704070156,2015,4,10,28,0,0,0
4,5,5,0.07170032102200707,0.07294687108240083,2015,4,9,28,45,1,1000
21,5,0,0.11686790395199864,0.05725062038771256,2015,4,9,28,37,0,0
30,5,0,0.11686790395199864,0.05725062038771256,2015,4,9,28,37,0,0
37,5,0,0.11686790395199864,0.05725062038771256,2015,4,9,28,37,0,0
37,5,0,0.11686790395199864,0.05725062038771256,2015,4,9,28,37,0,0
21,5,0,0.11686790395199864,0.05725062038771256,2015,4,9,28,37,0,0
21,5,0,0.11686790395199864,0.05725062038771256,2015,4,9,28,37,0,0
7,5,0,0.11686790395199864,0.05725062038771256,2015,4,9,28,37,0,0
1,5,0,0.11686790395199864,0.05725062038771256,2015,4,9,28,37,0,0
12,5,0,0.11686790395199864,0.05725062038771256,2015,4,9,28,37,0,0
19,5,6,0.07005202317398584,0.0793079224952038,2015,4,9,28,30,1,1700
19,5,6,0.07005202317398584,0.0793079224952038,2015,4,9,28,30,1,1700
32,5,7,0.11194979994201049,0.07818565257379362,2015,4,9,28,22,1,100
38,5,7,0.11194979994201049,0.07818565257379362,2015,4,9,28,22,1,100
4,5,2,0.06623859248999509,0.02645868970020615,2015,4,9,28,15,1,900
16,5,6,0.023529759002002493,0.07958117587629232,2015,4,9,28,5,1,400
4,5,8,0.04622346797400212,0.021788617121295317,2015,4,9,28,0,1,300
1,5,7,0.1069514720289817,0.07732816942839804,2015,4,9,28,0,1,800
16,5,4,0.09413386676899904,0.08097751972471201,2015,4,9,28,0,1,1300
16,5,6,0.07641368065399945,0.08520501592060015,2015,4,8,28,55,1,2500
25,5,3,0.08595979947298815,0.06043577843671244,2015,4,8,28,50,1,2000
4,5,2,0.11285789282997882,0.007842566122292283,2015,4,8,28,30,1,1300
21,5,3,0.10399513647099923,0.04045687245789509,2015,4,8,28,28,0,0
20,5,1,0.10377090937100775,0.1000606069771024,2015,4,8,28,0,1,0
16,5,4,0.09378378695099343,0.07825810282449908,2015,4,8,28,0,1,1000
21,5,5,0.07074244878799618,0.05627160362029571,2015,4,8,28,0,1,400
16,5,2,0.0647928982739927,0.021193494914200528,2015,4,8,28,0,0,0
35,5,2,0.0647928982739927,0.021193494914200528,2015,4,8,28,0,0,0
16,5,5,0.05986720760498088,0.05833451239589493,2015,4,7,28,55,1,500
1,5,4,0.08719000994099702,0.09030379998159788,2015,4,7,28,55,1,1600
27,5,5,0.05986720760498088,0.05833451239589493,2015,4,7,28,55,1,500
5,5,5,0.05991346122198138,0.06221801875689437,2015,4,7,28,36,0,0
21,5,5,0.05991346122198138,0.06221801875689437,2015,4,7,28,36,0,0
16,5,0,0.11231125478600745,0.0007251946762067973,2015,4,7,28,25,0,0
19,5,8,0.028881512589009617,0.05627389192699894,2015,4,7,28,0,1,1200
19,5,8,0.028881512589009617,0.05627389192699894,2015,4,7,28,0,1,1200
16,5,4,0.08048682039598987,0.08290959904249462,2015,4,7,28,0,1,2400
20,5,8,0.028881512589009617,0.05627389192699894,2015,4,7,28,0,1,1200
20,5,4,0.0918699289860001,0.08806713078229222,2015,4,6,28,30,0,0
1,5,4,0.09264515028999654,0.07522424445999576,2015,4,6,28,10,1,800
35,5,4,0.09264515028999654,0.07522424445999576,2015,4,6,28,10,1,800
21,5,3,0.09411306546398635,0.054998644292105325,2015,4,5,28,37,1,2100
25,5,3,0.09411306546398635,0.054998644292105325,2015,4,5,28,37,1,2100
21,5,7,0.11847890980200759,0.07643067745409837,2015,4,5,28,33,0,0
16,5,6,0.017387309688999153,0.06693042424039675,2015,4,5,28,15,1,700
1,5,8,0.00704100459000756,0.05432698177349948,2015,4,5,28,0,1,4500
20,5,8,0.057644390062989714,0.0066201930500966455,2015,4,4,28,41,1,400
35,5,2,0.10584679083099502,0.010026642091098381,2015,4,4,28,30,1,500
21,5,7,0.12001932494699474,0.07520009673360306,2015,4,4,28,19,0,0
21,5,2,0.0733887213069977,0.008160988371393785,2015,4,4,28,17,0,0
37,5,3,0.10710294914200347,0.048607388517396544,2015,4,4,28,15,1,1000
34,5,3,0.10710294914200347,0.048607388517396544,2015,4,4,28,15,1,1000
21,5,7,0.12001932494699474,0.07520009673360306,2015,4,4,28,15,0,0
4,5,4,0.08229919988698953,0.06057488488470142,2015,4,4,28,0,1,0
1,5,0,0.1173264451639966,0.03993233788960282,2015,4,4,28,0,1,2000
16,5,3,0.08193198170599203,0.05326285891921145,2015,4,3,28,57,1,3900
21,5,3,0.08193198170599203,0.05326285891921145,2015,4,3,28,57,1,3900
16,5,2,0.10169509731699122,0.032924915743500094,2015,4,3,28,55,1,100
12,5,1,0.1029424066559983,0.07910916611729846,2015,4,3,28,42,1,400
20,5,1,0.1029424066559983,0.07910916611729846,2015,4,3,28,42,1,400
20,5,1,0.1029424066559983,0.07910916611729846,2015,4,3,28,42,1,400
20,5,5,0.06093572396800084,0.0613366481758959,2015,4,3,28,36,1,1800
32,5,5,0.06093572396800084,0.0613366481758959,2015,4,3,28,36,1,1800
1,5,3,0.09630303251799432,0.05648704986940345,2015,4,3,28,0,1,500
16,5,7,0.10413775493999822,0.0736472493334972,2015,4,2,28,55,1,0
1,5,7,0.10413775493999822,0.0736472493334972,2015,4,2,28,55,1,0
1,5,7,0.10413775493999822,0.0736472493334972,2015,4,2,28,55,1,0
21,5,3,0.09707304825400342,0.04768977450549983,2015,4,2,28,50,0,0
32,5,7,0.11361594379999929,0.06263712207680072,2015,4,2,28,37,0,0
20,5,1,0.10212324393098982,0.079061877466998,2015,4,2,28,35,0,0
16,5,6,0.04843479635998449,0.07021377327320266,2015,4,2,28,30,1,500
35,5,8,0.03405226171901177,0.030306683697098435,2015,4,2,28,14,1,2600
25,5,7,0.10874278255599279,0.06874176303389845,2015,4,2,28,0,0,0
4,5,4,0.09027099650199943,0.06698761252749819,2015,4,1,28,50,1,200
